"id","area","feature","user_story","expected_behavior","source","status","validation_notes","error_detail","last_validated"
"FEAT-0060","Benchmarks","WebSocket: Dashboard Run Progress","As a dashboard viewer, I want to watch run progress in real-time via WebSocket, so that I see updates without polling.","WS /ws/benchmarks/runs/{run_id} accepts dashboard client connections; receives progress/completion/failure from agents and broadcasts to all watchers.","benchmarks.py:run_progress_ws/broadcast_run_update","Validated","benchmarks.py:run_progress_ws registers dashboard watchers per run_id; broadcast_run_update fans progress/completion/failure out to all watchers.","","2026-06-22"
"FEAT-0061","BF Conf Templates","Create bf.conf template","As an operator, I want to create a new bf.conf template (Jinja2), so that I can define a custom DPU network config.","POST /bf-conf-templates creates a new template with name, content (Jinja2), optional matching_bnk_version.","bf_conf_templates.py:create_bf_conf_template, bf_conf_template_service.py:BfConfTemplateService.create_template","Validated","create_bf_conf_template (operator-guarded) calls BfConfTemplateService.create_template with name/content/matching_bnk_version and 201s; duplicate name raises ValidationError.","","2026-06-22"
"FEAT-0062","BF Conf Templates","Delete bf.conf template","As an operator, I want to remove an unused bf.conf template, so that I can clean up the catalog.","DELETE /bf-conf-templates/{id} removes the BfConfTemplate record.","bf_conf_templates.py:delete_bf_conf_template, bf_conf_template_service.py:BfConfTemplateService.delete_template","Validated","delete_bf_conf_template -> delete_template (bf_conf_template_service.py:115) deletes the row but first refuses if referenced by any ProjectDpuSettings (safe-delete guard).","","2026-06-22"
"FEAT-0063","BF Conf Templates","Get bf.conf template by ID","As a viewer, I want to fetch a specific template's full content, so that I can inspect or edit the Jinja2 config.","GET /bf-conf-templates/{id} returns BfConfTemplateResponse with full content and uplink_mode classification.","bf_conf_templates.py:get_bf_conf_template, bf_conf_template_service.py:BfConfTemplateService.get_template","Validated","get_bf_conf_template returns _full(row) with content plus computed uplink_mode via classify_uplink_mode (bf_conf_templates.py:40).","","2026-06-22"
"FEAT-0064","BF Conf Templates","List bf.conf templates","As a viewer, I want to see all available bf.conf templates, so that I can choose which to use for DPU flashing.","GET /bf-conf-templates returns lightweight list (omits full content) with name, uplink_mode (lag/p0p1/unknown).","bf_conf_templates.py:list_bf_conf_templates, bf_conf_template_service.py:BfConfTemplateService.list_templates","Validated","list_bf_conf_templates returns BfConfTemplateSummary list (no content) with uplink_mode classified lag/p0p1/unknown (bf_conf_template_service.py:35).","","2026-06-22"
"FEAT-0065","BF Conf Templates","Update bf.conf template","As an operator, I want to modify an existing bf.conf template, so that I can adjust networking config.","PATCH /bf-conf-templates/{id} updates name, content, description, or matching_bnk_version.","bf_conf_templates.py:update_bf_conf_template, bf_conf_template_service.py:BfConfTemplateService.update_template","Validated","update_bf_conf_template -> update_template (bf_conf_template_service.py:96) applies provided name/description/content/matching_bnk_version via exclude_unset model_dump.","","2026-06-22"
"FEAT-0066","BlueField Images","Create DOCA release","As an operator, I want to register a new DOCA release in the catalog, so that it's available for DPU flashing.","POST /bluefield-images creates a new image with doca_version, host_os, doca_host_url, optional is_default.","bluefield_images.py:create_bluefield_image, bluefield_image_service.py:BluefieldImageService.create_image","Validated","create_bluefield_image (bluefield_image_service.py:45) creates image with doca_version/host_os/doca_host_url and clears prior default when is_default set.","","2026-06-22"
"FEAT-0067","BlueField Images","Delete DOCA release","As an operator, I want to remove an old or unused DOCA release from the catalog, so that I can keep it tidy.","DELETE /bluefield-images/{id} removes the BluefieldSoftwareImage record.","bluefield_images.py:delete_bluefield_image, bluefield_image_service.py:BluefieldImageService.delete_image","Validated","delete_bluefield_image -> delete_image (bluefield_image_service.py:110) removes the BluefieldSoftwareImage row; route 204s.","","2026-06-22"
"FEAT-0068","BlueField Images","Get default DOCA release","As a viewer, I want to know which DOCA release is marked default, so that I can use it for new DPU flashes.","GET /bluefield-images/default returns the single image marked is_default, or null if none set.","bluefield_images.py:get_default_bluefield_image, bluefield_image_service.py:BluefieldImageService.get_default","Validated","get_default returns the single is_default row or None; route get_default_bluefield_image has response_model BluefieldSoftwareImageResponse | None.","","2026-06-22"
"FEAT-0069","BlueField Images","Get DOCA release by ID","As a viewer, I want to fetch a specific DOCA release's metadata, so that I can see its host DOCA package URL.","GET /bluefield-images/{id} returns BluefieldSoftwareImage with version, host OS, package URLs.","bluefield_images.py:get_bluefield_image, bluefield_image_service.py:BluefieldImageService.get_image","Validated","get_image (bluefield_image_service.py:31) returns the image by id or raises NotFoundError.","","2026-06-22"
"FEAT-0070","BlueField Images","List DOCA releases","As a viewer, I want to see all available DOCA releases, so that I can choose which to flash.","GET /bluefield-images returns list of BluefieldSoftwareImage records with version, host OS, DOCA package, download URLs.","bluefield_images.py:list_bluefield_images, bluefield_image_service.py:BluefieldImageService.list_images","Validated","list_images (bluefield_image_service.py:24) returns all images ordered by doca_version desc with version/host OS/package/URL fields.","","2026-06-22"
"FEAT-0071","BlueField Images","Update DOCA release","As an operator, I want to change a DOCA release's metadata (e.g., update the download URL), so that I can fix or refresh it.","PATCH /bluefield-images/{id} updates any field (image_filename, base_url, doca_host_url, is_default).","bluefield_images.py:update_bluefield_image, bluefield_image_service.py:BluefieldImageService.update_image","Validated","update_image (bluefield_image_service.py:72) partially updates any field including image_filename/base_url/doca_host_url/is_default with single-default enforcement.","","2026-06-22"
"FEAT-0072","Blueprint Catalog","Create Blueprint Source","As an operator, I want to add a new blueprint source repository, so that blueprints from new sources can be discovered and imported.","Accepts git or builtin source type with URL, optional branch/git_ref, description. Optionally sets default. Returns created source with sync_status=PENDING.","backend/routes/blueprint_catalog.py:create_blueprint_source, backend/services/blueprint_catalog_service.py:create_source","Validated","blueprint_catalog.py:create_blueprint_source validates source_type via blueprint_catalog_service.py:create_source (git/builtin only), persists url/branch/git_ref/description, sets sync_status=PENDING (ModuleSyncStatus.PENDING), and honors make_default. Returns serialized source.","","2026-06-22"
"FEAT-0073","Blueprint Catalog","Delete Blueprint Source","As an operator, I want to remove a blueprint source, so that unused or misconfigured repositories are no longer synced.","Deletes a source and optionally cascades to its releases. Prevents deletion of built-in or default sources.","backend/routes/blueprint_catalog.py:delete_blueprint_source, backend/services/blueprint_catalog_service.py:delete_source","Validated","blueprint_catalog_service.py:delete_source blocks builtin sources (BUILTIN_SOURCE_IMMUTABLE) and the configured default (DEFAULT_BLUEPRINT_SOURCE_IMMUTABLE); SQLAlchemy cascade removes child releases. Docs mention 'optionally cascades' but cascade is unconditional via the relationship.","","2026-06-22"
"FEAT-0074","Blueprint Catalog","Import Blueprint Release","As an operator, I want to approve and import a discovered blueprint release, so that it becomes available for users to deploy.","Transitions release from 'discovered' to 'imported'. Optionally sets is_active and state_reason. Marks release deployable in stacks UI.","backend/routes/blueprint_catalog.py:import_blueprint_release, backend/services/blueprint_catalog_service.py:update_release_state","Validated","blueprint_catalog.py:import_blueprint_release delegates to update_release_state with release_state='imported', is_active=True; service sets imported_at and requires validation_state=valid (BLUEPRINT_RELEASE_IMPORT_BLOCKED), making the release deployable.","","2026-06-22"
